Source,Target,Weight,Type
19,30,6440.0,Undirected
19,31,1.0,Undirected
19,32,1011.0,Undirected
19,33,184.0,Undirected
19,34,184.0,Undirected
19,35,1275.0,Undirected
19,49,63.0,Undirected
19,51,2.0,Undirected
19,52,10.0,Undirected
19,58,1.0,Undirected
19,60,9.0,Undirected
19,62,15.0,Undirected
19,63,94.0,Undirected
19,84,3.0,Undirected
19,89,130.0,Undirected
19,91,34.0,Undirected
19,96,3.0,Undirected
19,102,20.0,Undirected
19,117,1.0,Undirected
19,121,1.0,Undirected
19,125,9292.0,Undirected
19,157,202.0,Undirected
19,155,1.0,Undirected
19,39,720.0,Undirected
20,1,10.0,Undirected
20,21,3.0,Undirected
20,40,61.0,Undirected
20,44,7.0,Undirected
20,52,2.0,Undirected
20,4,49.0,Undirected
20,25,116.0,Undirected
20,45,260.0,Undirected
20,78,6.0,Undirected
20,89,346.0,Undirected
21,1,7.0,Undirected
21,2,338993.0,Undirected
21,3,6780.0,Undirected
21,4,61532.0,Undirected
21,5,1015.0,Undirected
21,6,68403.0,Undirected
21,7,7361.0,Undirected
21,8,2175.0,Undirected
21,9,4737.0,Undirected
21,11,171947.0,Undirected
21,13,18352.0,Undirected
21,14,261878.0,Undirected
21,15,758903.0,Undirected
21,17,446.0,Undirected
21,18,15450.0,Undirected
21,19,25088.0,Undirected
21,22,289652.0,Undirected
21,23,6369.0,Undirected
21,25,1098.0,Undirected
21,26,20998.0,Undirected
21,27,133085.0,Undirected
21,28,384.0,Undirected
21,29,42408.0,Undirected
21,30,27960.0,Undirected
21,31,17914.0,Undirected
21,32,108755.0,Undirected
21,33,337318.0,Undirected
21,34,40042.0,Undirected
21,35,577506.0,Undirected
21,36,198248.0,Undirected
21,37,124633.0,Undirected
21,39,6876.0,Undirected
21,40,13826.0,Undirected
21,42,17324.0,Undirected
21,44,1074208.0,Undirected
21,45,322327.0,Undirected
21,49,2041.0,Undirected
21,51,277.0,Undirected
21,52,8092.0,Undirected
21,55,3984.0,Undirected
21,58,1681.0,Undirected
21,60,1056.0,Undirected
21,62,12134.0,Undirected
21,63,27851.0,Undirected
21,66,198.0,Undirected
21,68,12484.0,Undirected
21,69,25615.0,Undirected
21,70,80664.0,Undirected
21,71,10073.0,Undirected
21,73,708.0,Undirected
21,75,205.0,Undirected
21,76,12679.0,Undirected
21,78,881.0,Undirected
21,80,17946.0,Undirected
21,82,66806.0,Undirected
21,84,1751.0,Undirected
21,86,1825.0,Undirected
21,87,1346.0,Undirected
21,88,1501.0,Undirected
21,89,2784.0,Undirected
21,90,762.0,Undirected
21,91,641.0,Undirected
21,92,23.0,Undirected
21,94,1262.0,Undirected
21,96,1360.0,Undirected
21,97,46.0,Undirected
21,98,11609.0,Undirected
21,102,11861.0,Undirected
21,105,40378.0,Undirected
21,109,36668.0,Undirected
21,112,538.0,Undirected
21,113,9959.0,Undirected
21,116,1124.0,Undirected
21,117,762.0,Undirected
21,119,378.0,Undirected
21,120,332.0,Undirected
21,121,4493.0,Undirected
21,125,471.0,Undirected
21,128,592.0,Undirected
21,133,1584.0,Undirected
21,134,7362.0,Undirected
21,136,4.0,Undirected
21,138,120.0,Undirected
21,139,3885.0,Undirected
21,146,51223.0,Undirected
21,148,4576.0,Undirected
21,150,1340.0,Undirected
21,156,2400.0,Undirected
21,158,567.0,Undirected
21,170,1819.0,Undirected
21,178,140.0,Undirected
21,180,230.0,Undirected
21,182,3586.0,Undirected
21,212,92.0,Undirected
21,10,449.0,Undirected
21,16,7.0,Undirected
21,48,102.0,Undirected
21,54,447.0,Undirected
21,95,77.0,Undirected
21,110,1.0,Undirected
21,173,2.0,Undirected
21,53,2.0,Undirected
21,59,192.0,Undirected
21,67,72.0,Undirected
21,72,13.0,Undirected
21,74,1074.0,Undirected
21,77,2.0,Undirected
21,79,38.0,Undirected
21,83,448.0,Undirected
21,99,2.0,Undirected
21,100,86.0,Undirected
21,103,370.0,Undirected
21,108,653.0,Undirected
21,127,1.0,Undirected
21,130,36.0,Undirected
21,166,25.0,Undirected
21,187,6.0,Undirected
22,1,235.0,Undirected
22,2,83623.0,Undirected
22,3,240441.0,Undirected
22,4,203932.0,Undirected
22,5,54087.0,Undirected
22,6,389086.0,Undirected
22,7,104876.0,Undirected
22,8,25265.0,Undirected
22,9,63085.0,Undirected
22,10,16423.0,Undirected
22,11,269237.0,Undirected
22,13,42998.0,Undirected
22,14,799203.0,Undirected
22,15,1816489.0,Undirected
22,16,814.0,Undirected
22,17,6900.0,Undirected
22,18,3334.0,Undirected
22,19,2850.0,Undirected
22,21,29697.0,Undirected
22,23,178243.0,Undirected
22,25,14976.0,Undirected
22,26,5992.0,Undirected
22,27,307272.0,Undirected
22,28,27937.0,Undirected
22,29,2868.0,Undirected
22,30,105619.0,Undirected
22,31,38251.0,Undirected
22,32,295310.0,Undirected
22,33,7170.0,Undirected
22,34,21251.0,Undirected
22,35,392218.0,Undirected
22,36,150663.0,Undirected
22,37,528705.0,Undirected
22,39,9265.0,Undirected
22,40,46301.0,Undirected
22,42,19080.0,Undirected
22,44,1156340.0,Undirected
22,45,1713514.0,Undirected
22,48,19024.0,Undirected
22,49,6912.0,Undirected
22,51,12637.0,Undirected
22,52,19128.0,Undirected
22,53,282.0,Undirected
22,54,551.0,Undirected
22,55,3107.0,Undirected
22,57,335.0,Undirected
22,58,2108.0,Undirected
22,59,1480.0,Undirected
22,60,40775.0,Undirected
22,62,15355.0,Undirected
22,63,89072.0,Undirected
22,66,941.0,Undirected
22,67,37463.0,Undirected
22,68,154793.0,Undirected
22,69,38800.0,Undirected
22,70,17909.0,Undirected
22,71,2088.0,Undirected
22,72,51.0,Undirected
22,73,33288.0,Undirected
22,74,16535.0,Undirected
22,75,7.0,Undirected
22,76,29269.0,Undirected
22,77,3214.0,Undirected
22,78,9039.0,Undirected
22,79,181.0,Undirected
22,80,134551.0,Undirected
22,82,66402.0,Undirected
22,83,2711.0,Undirected
22,84,69010.0,Undirected
22,86,16436.0,Undirected
22,87,25432.0,Undirected
22,88,34146.0,Undirected
22,89,1214.0,Undirected
22,90,4586.0,Undirected
22,91,95093.0,Undirected
22,92,3182.0,Undirected
22,94,3651.0,Undirected
22,95,360.0,Undirected
22,96,5587.0,Undirected
22,97,586.0,Undirected
22,98,11000.0,Undirected
22,99,74.0,Undirected
22,100,2190.0,Undirected
22,102,4401.0,Undirected
22,103,376.0,Undirected
22,104,916.0,Undirected
22,105,10775.0,Undirected
22,108,2716.0,Undirected
22,109,14674.0,Undirected
22,110,2205.0,Undirected
22,112,507.0,Undirected
22,113,4083.0,Undirected
22,115,72.0,Undirected
22,116,1911.0,Undirected
22,117,3663.0,Undirected
22,118,8.0,Undirected
22,119,513.0,Undirected
22,120,70.0,Undirected
22,121,28729.0,Undirected
22,125,541.0,Undirected
22,127,444.0,Undirected
22,128,872.0,Undirected
22,130,183.0,Undirected
22,133,2092.0,Undirected
22,134,2200.0,Undirected
22,138,5.0,Undirected
22,139,45.0,Undirected
22,146,2980.0,Undirected
22,148,26436.0,Undirected
22,150,1786.0,Undirected
22,155,277.0,Undirected
22,156,1478.0,Undirected
22,157,580.0,Undirected
22,158,6096.0,Undirected
22,159,2813.0,Undirected
22,168,1646.0,Undirected
22,170,143.0,Undirected
22,173,330.0,Undirected
22,178,184.0,Undirected
22,180,193.0,Undirected
22,181,57.0,Undirected
22,182,1190.0,Undirected
22,187,349.0,Undirected
22,193,100.0,Undirected
22,212,1345.0,Undirected
22,213,701.0,Undirected
22,136,185.0,Undirected
22,140,103.0,Undirected
22,166,5.0,Undirected
22,190,120.0,Undirected
23,1,732.0,Undirected
23,2,26497.0,Undirected
23,3,1162.0,Undirected
23,4,3349.0,Undirected
23,5,2595.0,Undirected
23,6,15460.0,Undirected
23,7,402167.0,Undirected
23,8,157592.0,Undirected
23,9,115232.0,Undirected
23,10,126752.0,Undirected
23,11,1577.0,Undirected
23,13,292.0,Undirected
23,14,24466.0,Undirected
23,15,15123.0,Undirected
23,16,21.0,Undirected
23,17,1312.0,Undirected
23,18,8405.0,Undirected
23,19,415.0,Undirected
23,21,230.0,Undirected
23,22,9500.0,Undirected
23,25,508.0,Undirected
23,26,17511.0,Undirected
23,27,19522.0,Undirected
23,28,104.0,Undirected
23,29,2453.0,Undirected
23,30,144.0,Undirected
23,31,116102.0,Undirected
23,32,8250.0,Undirected
23,34,37678.0,Undirected
23,35,2772.0,Undirected
23,36,2116.0,Undirected
23,37,4330.0,Undirected
23,39,31609.0,Undirected
23,40,270.0,Undirected
23,42,2227.0,Undirected
23,44,27706.0,Undirected
23,45,169062.0,Undirected
23,48,3.0,Undirected
23,49,243.0,Undirected
23,51,22.0,Undirected
23,52,21.0,Undirected
23,55,76.0,Undirected
23,58,19.0,Undirected
23,59,6.0,Undirected
23,60,268.0,Undirected
23,62,67.0,Undirected
23,63,853.0,Undirected
23,67,19.0,Undirected
23,68,1499.0,Undirected
23,69,197.0,Undirected
23,70,863.0,Undirected
23,71,553.0,Undirected
23,73,1.0,Undirected
23,76,3142.0,Undirected
23,77,19.0,Undirected
23,78,24.0,Undirected
23,79,9.0,Undirected
23,80,1413.0,Undirected
23,82,1042.0,Undirected
23,83,18.0,Undirected
23,84,45.0,Undirected
23,86,240.0,Undirected
23,87,30.0,Undirected
23,88,169.0,Undirected
23,90,59.0,Undirected
23,91,12.0,Undirected
23,94,103.0,Undirected
23,95,6.0,Undirected
23,96,400.0,Undirected
23,97,7.0,Undirected
23,99,63.0,Undirected
23,100,1.0,Undirected
23,102,72.0,Undirected
23,103,6.0,Undirected
23,104,1.0,Undirected
23,105,6442.0,Undirected
23,108,92.0,Undirected
23,109,930.0,Undirected
23,110,156.0,Undirected
23,112,2.0,Undirected
23,113,7.0,Undirected
23,115,4.0,Undirected
23,117,947.0,Undirected
23,119,3.0,Undirected
23,120,3.0,Undirected
23,121,49.0,Undirected
23,125,113.0,Undirected
23,128,10.0,Undirected
23,134,346.0,Undirected
23,138,5.0,Undirected
23,139,20.0,Undirected
23,140,2591.0,Undirected
23,146,131.0,Undirected
23,150,106.0,Undirected
23,155,12.0,Undirected
23,156,78.0,Undirected
23,157,10.0,Undirected
23,158,730.0,Undirected
23,165,1.0,Undirected
23,166,13.0,Undirected
23,170,2.0,Undirected
23,182,1841.0,Undirected
23,187,1.0,Undirected
23,190,3.0,Undirected
23,212,21.0,Undirected
23,74,2.0,Undirected
23,92,8.0,Undirected
23,98,3.0,Undirected
23,168,27.0,Undirected
23,116,12.0,Undirected
23,178,1.0,Undirected
24,1,185519.0,Undirected
24,32,12296.0,Undirected
24,42,54.0,Undirected
24,60,41.0,Undirected
24,69,11.0,Undirected
24,72,64978.0,Undirected
24,100,70850.0,Undirected
24,117,396.0,Undirected
24,7,11775.0,Undirected
24,8,41.0,Undirected
24,9,11568.0,Undirected
24,11,4319.0,Undirected
24,15,1345.0,Undirected
24,17,21.0,Undirected
24,23,124.0,Undirected
24,25,14204.0,Undirected
24,31,691.0,Undirected
24,35,1126.0,Undirected
24,40,119162.0,Undirected
24,6,7.0,Undirected
24,21,72.0,Undirected
24,30,5091.0,Undirected
24,44,9990.0,Undirected
24,63,8.0,Undirected
24,158,19.0,Undirected
24,4,914.0,Undirected
24,10,166.0,Undirected
24,13,585.0,Undirected
24,19,44252.0,Undirected
24,22,26804.0,Undirected
24,26,26.0,Undirected
24,27,2261.0,Undirected
24,33,13727.0,Undirected
24,36,3535.0,Undirected
24,48,1355.0,Undirected
24,62,4766.0,Undirected
24,68,18483.0,Undirected
24,75,4184.0,Undirected
24,80,4583.0,Undirected
24,91,2983.0,Undirected
24,116,4566.0,Undirected
24,133,249827.0,Undirected
24,14,7.0,Undirected
25,1,4.0,Undirected
25,2,914.0,Undirected
25,3,81.0,Undirected
25,4,295.0,Undirected
25,5,261.0,Undirected
25,6,1876.0,Undirected
25,7,120.0,Undirected
25,8,72.0,Undirected
25,11,302.0,Undirected
25,14,2367.0,Undirected
25,15,10202.0,Undirected
25,21,3.0,Undirected
25,22,30.0,Undirected
25,25,164.0,Undirected
25,27,11224.0,Undirected
25,30,36.0,Undirected
25,31,4.0,Undirected
25,33,3879.0,Undirected
25,34,64.0,Undirected
25,35,48.0,Undirected
25,36,877.0,Undirected
25,37,555.0,Undirected
25,44,2381.0,Undirected
25,45,2801.0,Undirected
25,49,11.0,Undirected
25,54,7.0,Undirected
25,55,67.0,Undirected
25,57,6.0,Undirected
25,58,10.0,Undirected
25,62,487.0,Undirected
25,63,90.0,Undirected
25,68,1.0,Undirected
25,75,3.0,Undirected
25,76,114.0,Undirected
25,78,89.0,Undirected
25,80,84.0,Undirected
25,84,1535.0,Undirected
25,87,56.0,Undirected
25,92,5.0,Undirected
25,94,66.0,Undirected
25,95,5.0,Undirected
25,96,37.0,Undirected
25,104,1.0,Undirected
25,105,4.0,Undirected
25,109,5.0,Undirected
25,115,20.0,Undirected
25,116,3.0,Undirected
25,118,66.0,Undirected
25,119,57.0,Undirected
25,125,351.0,Undirected
25,130,2.0,Undirected
25,134,700.0,Undirected
25,146,6620.0,Undirected
25,150,2.0,Undirected
25,157,36.0,Undirected
25,158,2865.0,Undirected
25,168,2.0,Undirected
25,170,83.0,Undirected
25,173,3.0,Undirected
25,180,24.0,Undirected
25,187,128.0,Undirected
25,193,72.0,Undirected
25,213,13.0,Undirected
25,17,1.0,Undirected
25,19,1862.0,Undirected
25,40,1178.0,Undirected
25,67,2.0,Undirected
25,91,18.0,Undirected
25,13,79.0,Undirected
25,26,2942.0,Undirected
25,52,1.0,Undirected
25,89,7291.0,Undirected
25,212,52.0,Undirected
25,9,44.0,Undirected
25,10,4.0,Undirected
25,23,18.0,Undirected
25,32,20.0,Undirected
25,82,1.0,Undirected
25,86,12.0,Undirected
25,102,3.0,Undirected
25,117,67.0,Undirected
25,148,26.0,Undirected
26,1,15.0,Undirected
26,2,126465.0,Undirected
26,3,6255.0,Undirected
26,4,19480.0,Undirected
26,5,103160.0,Undirected
26,6,94367.0,Undirected
26,7,4260459.0,Undirected
26,8,61466.0,Undirected
26,9,3994109.0,Undirected
26,10,201841.0,Undirected
26,11,69217.0,Undirected
26,13,36519.0,Undirected
26,14,98626.0,Undirected
26,15,373069.0,Undirected
26,17,563752.0,Undirected
26,18,158268.0,Undirected
26,19,253067.0,Undirected
26,21,29921.0,Undirected
26,22,163744.0,Undirected
26,23,613546.0,Undirected
26,25,10800.0,Undirected
26,26,13.0,Undirected
26,27,859995.0,Undirected
26,28,1205172.0,Undirected
26,29,47504.0,Undirected
26,30,33276.0,Undirected
26,31,361362.0,Undirected
26,32,196326.0,Undirected
26,33,139806.0,Undirected
26,34,516328.0,Undirected
26,36,66738.0,Undirected
26,37,4126.0,Undirected
26,39,48355.0,Undirected
26,40,268111.0,Undirected
26,42,43795.0,Undirected
26,44,113527.0,Undirected
26,45,919010.0,Undirected
26,49,20059.0,Undirected
26,54,17585.0,Undirected
26,58,15.0,Undirected
26,59,1387.0,Undirected
26,60,6073.0,Undirected
26,62,495.0,Undirected
26,63,118177.0,Undirected
26,67,179920.0,Undirected
26,68,23765.0,Undirected
26,69,7550.0,Undirected
26,70,4260.0,Undirected
26,71,39681.0,Undirected
26,76,67448.0,Undirected
26,78,13188.0,Undirected
26,79,1.0,Undirected
26,80,378.0,Undirected
26,82,74354.0,Undirected
26,84,29823.0,Undirected
26,86,18255.0,Undirected
26,87,5416.0,Undirected
26,89,32743.0,Undirected
26,92,67362.0,Undirected
26,95,1.0,Undirected
26,96,577.0,Undirected
26,98,307.0,Undirected
26,99,3884.0,Undirected
26,100,203.0,Undirected
26,102,5.0,Undirected
26,105,24980.0,Undirected
26,108,12063.0,Undirected
26,109,201117.0,Undirected
26,110,51677.0,Undirected
26,112,5683.0,Undirected
26,113,81623.0,Undirected
26,115,225.0,Undirected
26,117,8391.0,Undirected
26,119,26839.0,Undirected
26,120,2292.0,Undirected
26,125,72862.0,Undirected
26,128,177.0,Undirected
26,130,820.0,Undirected
26,133,31538.0,Undirected
26,134,4428.0,Undirected
26,136,50.0,Undirected
26,139,2453.0,Undirected
26,140,3043.0,Undirected
26,146,12424.0,Undirected
26,148,88.0,Undirected
26,150,4602.0,Undirected
26,155,4286.0,Undirected
26,156,203.0,Undirected
26,157,9236.0,Undirected
26,158,3147.0,Undirected
26,159,1761.0,Undirected
26,166,70.0,Undirected
26,170,2610.0,Undirected
26,173,1619.0,Undirected
26,178,1.0,Undirected
26,182,223.0,Undirected
26,193,8.0,Undirected
26,212,1178.0,Undirected
26,35,62275.0,Undirected
26,77,3.0,Undirected
26,91,27064.0,Undirected
26,94,5243.0,Undirected
26,104,6064.0,Undirected
26,187,7170.0,Undirected
26,48,611.0,Undirected
26,51,792.0,Undirected
26,52,8385.0,Undirected
26,53,19.0,Undirected
26,55,23610.0,Undirected
26,57,9349.0,Undirected
26,66,10927.0,Undirected
26,72,1655.0,Undirected
26,73,172.0,Undirected
26,75,1319.0,Undirected
26,83,1100.0,Undirected
26,88,6523.0,Undirected
26,90,2806.0,Undirected
26,103,27.0,Undirected
26,116,444.0,Undirected
26,118,2219.0,Undirected
26,121,47.0,Undirected
26,168,47.0,Undirected
26,180,52467.0,Undirected
26,181,3.0,Undirected
26,190,269.0,Undirected
26,213,2669.0,Undirected
27,1,1366.0,Undirected
27,2,50204.0,Undirected
27,3,398756.0,Undirected
27,4,1308912.0,Undirected
27,5,42870.0,Undirected
27,6,60000.0,Undirected
27,7,324784.0,Undirected
27,8,65126.0,Undirected
27,9,198881.0,Undirected
27,10,42705.0,Undirected
27,11,447494.0,Undirected
27,13,150914.0,Undirected
27,14,1789825.0,Undirected
27,15,4298265.0,Undirected
27,16,3662.0,Undirected
27,17,13204.0,Undirected
27,18,54378.0,Undirected
27,19,309158.0,Undirected
27,21,140003.0,Undirected
27,22,980058.0,Undirected
27,23,167280.0,Undirected
27,25,10583.0,Undirected
27,26,80069.0,Undirected
27,28,2344.0,Undirected
27,29,23626.0,Undirected
27,30,430282.0,Undirected
27,31,34958.0,Undirected
27,32,491138.0,Undirected
27,33,34133.0,Undirected
27,34,13825.0,Undirected
27,35,517706.0,Undirected
27,36,341804.0,Undirected
27,37,344631.0,Undirected
27,39,36889.0,Undirected
27,40,81975.0,Undirected
27,42,47456.0,Undirected
27,44,1809498.0,Undirected
27,45,535179.0,Undirected
27,48,704.0,Undirected
27,49,8488.0,Undirected
27,51,8580.0,Undirected
27,52,48302.0,Undirected
27,53,3109.0,Undirected
27,54,5196.0,Undirected
27,55,11025.0,Undirected
27,57,509.0,Undirected
27,58,15582.0,Undirected
27,59,900.0,Undirected
27,60,34492.0,Undirected
27,62,19383.0,Undirected
27,63,180859.0,Undirected
27,66,5039.0,Undirected
27,67,2828.0,Undirected
27,68,161879.0,Undirected
27,69,101748.0,Undirected
27,70,154333.0,Undirected
27,71,10688.0,Undirected
27,72,194.0,Undirected
27,73,31307.0,Undirected
27,74,29610.0,Undirected
27,75,1.0,Undirected
27,76,37749.0,Undirected
27,77,1540.0,Undirected
27,78,7278.0,Undirected
27,79,1879.0,Undirected
27,80,155097.0,Undirected
27,82,178080.0,Undirected
27,83,3583.0,Undirected
27,84,78354.0,Undirected
27,86,14584.0,Undirected
27,87,51793.0,Undirected
27,88,47140.0,Undirected
27,89,2633.0,Undirected
27,90,3575.0,Undirected
27,91,5861.0,Undirected
27,92,885.0,Undirected
27,94,12709.0,Undirected
27,95,427.0,Undirected
27,96,13452.0,Undirected
27,97,5526.0,Undirected
27,98,26494.0,Undirected
27,100,1286.0,Undirected
27,102,3457.0,Undirected
27,103,436.0,Undirected
27,104,1372.0,Undirected
27,105,18833.0,Undirected
27,108,7121.0,Undirected
27,109,22495.0,Undirected
27,110,1611.0,Undirected
27,112,750.0,Undirected
27,113,2950.0,Undirected
27,115,91.0,Undirected
27,116,1029.0,Undirected
27,117,15876.0,Undirected
27,118,37.0,Undirected
27,119,6507.0,Undirected
27,120,140.0,Undirected
27,121,22782.0,Undirected
27,125,3877.0,Undirected
27,127,5405.0,Undirected
27,128,258.0,Undirected
27,130,4060.0,Undirected
27,133,1465.0,Undirected
27,134,4219.0,Undirected
27,136,105.0,Undirected
27,139,99.0,Undirected
27,146,7797.0,Undirected
27,148,12589.0,Undirected
27,150,917.0,Undirected
27,155,225.0,Undirected
27,156,1151.0,Undirected
27,157,1.0,Undirected
27,158,10887.0,Undirected
27,159,1040.0,Undirected
27,168,6825.0,Undirected
27,170,211.0,Undirected
27,173,292.0,Undirected
27,180,229.0,Undirected
27,182,1036.0,Undirected
27,187,1311.0,Undirected
27,193,1139.0,Undirected
27,212,65.0,Undirected
27,213,227.0,Undirected
27,140,18072.0,Undirected
27,178,22.0,Undirected
27,190,107.0,Undirected
27,166,1.0,Undirected
28,1,58597.0,Undirected
28,2,1199.0,Undirected
28,3,233.0,Undirected
28,4,287.0,Undirected
28,6,2400.0,Undirected
28,7,9975.0,Undirected
28,8,196.0,Undirected
28,10,883.0,Undirected
28,11,1871.0,Undirected
28,14,1504.0,Undirected
28,15,12471.0,Undirected
28,17,2541.0,Undirected
28,21,10.0,Undirected
28,22,3375.0,Undirected
28,23,5396.0,Undirected
28,26,3154.0,Undirected
28,27,1577.0,Undirected
28,29,286.0,Undirected
28,31,2122.0,Undirected
28,32,512.0,Undirected
28,34,598.0,Undirected
28,36,285.0,Undirected
28,39,591.0,Undirected
28,44,4191.0,Undirected
28,45,10225.0,Undirected
28,53,1.0,Undirected
28,63,102.0,Undirected
28,68,163.0,Undirected
28,71,231.0,Undirected
28,73,272.0,Undirected
28,75,48.0,Undirected
28,78,37.0,Undirected
28,80,364.0,Undirected
28,82,1082.0,Undirected
28,92,8.0,Undirected
28,99,1.0,Undirected
28,100,13.0,Undirected
28,102,1.0,Undirected
28,104,36.0,Undirected
28,105,23.0,Undirected
28,109,256.0,Undirected
28,110,895.0,Undirected
28,113,8.0,Undirected
28,117,1069.0,Undirected
28,125,150.0,Undirected
28,128,2.0,Undirected
28,133,110.0,Undirected
28,134,117.0,Undirected
28,146,33.0,Undirected
28,150,129.0,Undirected
28,157,291.0,Undirected
28,158,275.0,Undirected
28,168,15.0,Undirected
28,212,13.0,Undirected
28,5,193.0,Undirected
28,9,8896.0,Undirected
28,13,27.0,Undirected
28,18,935.0,Undirected
28,19,537.0,Undirected
28,25,54.0,Undirected
28,30,2486.0,Undirected
28,33,1089.0,Undirected
28,35,3001.0,Undirected
28,37,487.0,Undirected
28,40,1492.0,Undirected
28,48,4.0,Undirected
28,49,126.0,Undirected
28,52,48.0,Undirected
28,60,1.0,Undirected
28,76,113.0,Undirected
28,84,5627.0,Undirected
28,88,16.0,Undirected
28,91,98.0,Undirected
28,94,64.0,Undirected
28,96,105.0,Undirected
28,108,10.0,Undirected
28,115,140.0,Undirected
28,119,5.0,Undirected
28,67,6.0,Undirected
28,59,1.0,Undirected
29,1,1.0,Undirected
29,2,8318.0,Undirected
29,3,1224.0,Undirected
29,4,18690.0,Undirected
29,6,10568.0,Undirected
29,7,38466.0,Undirected
29,8,3884.0,Undirected
29,9,30499.0,Undirected
29,10,4074.0,Undirected
29,11,12752.0,Undirected
29,14,15731.0,Undirected
29,15,14458.0,Undirected
29,17,2418.0,Undirected
29,18,1171.0,Undirected
29,21,929.0,Undirected
29,22,4868.0,Undirected
29,23,17816.0,Undirected
29,25,142.0,Undirected
29,26,85742.0,Undirected
29,27,6418.0,Undirected
29,28,381.0,Undirected
29,31,22905.0,Undirected
29,32,4479.0,Undirected
29,33,2886.0,Undirected
29,34,3281.0,Undirected
29,35,12564.0,Undirected
29,36,224.0,Undirected
29,37,247.0,Undirected
29,39,25681.0,Undirected
29,40,1039.0,Undirected
29,44,9618.0,Undirected
29,45,82069.0,Undirected
29,49,3126.0,Undirected
29,58,137.0,Undirected
29,62,191.0,Undirected
29,67,9.0,Undirected
29,68,102.0,Undirected
29,70,895.0,Undirected
29,71,6.0,Undirected
29,76,9991.0,Undirected
29,80,797.0,Undirected
29,82,301.0,Undirected
29,96,1273.0,Undirected
29,102,22.0,Undirected
29,105,2385.0,Undirected
29,109,3657.0,Undirected
29,110,251.0,Undirected
29,112,63.0,Undirected
29,125,217.0,Undirected
29,127,73.0,Undirected
29,133,2.0,Undirected
29,134,888.0,Undirected
29,139,40.0,Undirected
29,140,9.0,Undirected
29,146,196.0,Undirected
29,150,33.0,Undirected
29,155,6.0,Undirected
29,156,2.0,Undirected
29,158,3234.0,Undirected
29,166,24.0,Undirected
29,182,4.0,Undirected
29,5,4771.0,Undirected
29,13,82.0,Undirected
29,19,113.0,Undirected
29,30,3198.0,Undirected
29,42,2195.0,Undirected
29,48,15.0,Undirected
29,51,24.0,Undirected
29,52,113.0,Undirected
29,54,10.0,Undirected
29,55,160.0,Undirected
29,60,45.0,Undirected
29,63,2502.0,Undirected
29,66,21.0,Undirected
29,69,20.0,Undirected
29,73,130.0,Undirected
29,77,19.0,Undirected
29,78,9.0,Undirected
29,79,16.0,Undirected
29,84,811.0,Undirected
29,86,412.0,Undirected
29,88,31.0,Undirected
29,90,38.0,Undirected
29,91,37.0,Undirected
29,94,1271.0,Undirected
29,95,26.0,Undirected
29,97,56.0,Undirected
29,103,7.0,Undirected
29,108,340.0,Undirected
29,117,145.0,Undirected
29,148,371.0,Undirected
29,212,259.0,Undirected
29,119,3.0,Undirected
30,2,7563.0,Undirected
30,3,25146.0,Undirected
30,4,21780.0,Undirected
30,5,745.0,Undirected
30,6,10274.0,Undirected
30,7,18366.0,Undirected
30,8,65.0,Undirected
30,9,16297.0,Undirected
30,10,2002.0,Undirected
30,11,57325.0,Undirected
30,13,17638.0,Undirected
30,14,185163.0,Undirected
30,15,401118.0,Undirected
30,17,2186.0,Undirected
30,18,45.0,Undirected
30,19,559.0,Undirected
30,21,19924.0,Undirected
30,22,47888.0,Undirected
30,23,18143.0,Undirected
30,25,1931.0,Undirected
30,26,181.0,Undirected
30,27,104539.0,Undirected
30,29,11.0,Undirected
30,31,830.0,Undirected
30,32,69821.0,Undirected
30,33,3378.0,Undirected
30,34,4941.0,Undirected
30,35,137953.0,Undirected
30,36,67676.0,Undirected
30,37,14111.0,Undirected
30,39,1137.0,Undirected
30,40,13444.0,Undirected
30,42,19337.0,Undirected
30,44,88999.0,Undirected
30,45,97775.0,Undirected
30,48,6907.0,Undirected
30,51,13892.0,Undirected
30,52,27307.0,Undirected
30,54,18.0,Undirected
30,59,24.0,Undirected
30,60,16050.0,Undirected
30,62,976.0,Undirected
30,63,114328.0,Undirected
30,66,15.0,Undirected
30,68,26372.0,Undirected
30,69,43291.0,Undirected
30,70,17234.0,Undirected
30,71,686.0,Undirected
30,72,128.0,Undirected
30,73,37831.0,Undirected
30,76,7307.0,Undirected
30,77,120.0,Undirected
30,78,12130.0,Undirected
30,80,20649.0,Undirected
30,82,8602.0,Undirected
30,83,898.0,Undirected
30,84,41291.0,Undirected
30,86,1029.0,Undirected
30,87,36812.0,Undirected
30,88,14506.0,Undirected
30,89,731.0,Undirected
30,90,5950.0,Undirected
30,91,262.0,Undirected
30,95,111.0,Undirected
30,96,2152.0,Undirected
30,98,5856.0,Undirected
30,100,448.0,Undirected
30,102,2083.0,Undirected
30,105,411.0,Undirected
30,109,3919.0,Undirected
30,116,174.0,Undirected
30,117,14446.0,Undirected
30,121,27367.0,Undirected
30,125,29.0,Undirected
30,128,46.0,Undirected
30,133,229.0,Undirected
30,134,49.0,Undirected
30,146,241.0,Undirected
30,148,2257.0,Undirected
30,150,171.0,Undirected
30,155,6.0,Undirected
30,156,196.0,Undirected
30,158,125.0,Undirected
30,182,121.0,Undirected
30,193,23.0,Undirected
30,16,3.0,Undirected
30,49,315.0,Undirected
30,94,164.0,Undirected
30,97,15.0,Undirected
